title,number,score,text
캐시트럭,17577170,10,와우~ 넘넘 재밌어요!심장이 쫄깃쫄깃 손에 땀을 쥐었어요.가이리치는 천재인듯...두시간이 어떻게 갔는지도 모름
제8일의 밤,17577169,2,개쌉노재 진심 기대 겁나했는데 최악
제8일의 밤,17577168,4,딱히 재미있지 않아요 무섭지도 않고
스피시즈,17577167,7,SF라기 보단 공포물
발신제한,17577165,4,gv80 광고 잘봤습니다
제8일의 밤,17577166,1,아....보다 잠들어서 내용을 모르겠습니다
기담,17577164,4,소문난 잔칫집에 먹을 게 없다. 괜히 쫄고 봤는데 00년대 B급 감성? 일본어 대사 치는 배우들 상당히 오글거림
제8일의 밤,17577163,9,이성민의 눈빛에서 모든걸 보여준다.나름 잘짜여진 영화.
삼진그룹 영어토익반,17577162,1,평점보고 봤다가 시간버렸네요
언어의 정원,17577161,9,신카이 마코토 특유의 잔잔한 감성과 영상미가 돋보이는 수작입니다. 잔잔한 감정선이 클라이막스에 다달아 폭발하지만 마무리가 뭔가 아쉽네요.. 영상미만으로도 돈이 아깝지 않은 애니입니다.
천문: 하늘에 묻는다,17577160,10,하..  진짜 감동이다..감사합니다
돌아온 영웅 홍길동,17577159,10,제 어린 시절에 최고의 애니
빛나는 순간,17577158,10,좋은연기 아름다운 풍경 좋습니다
찰리와 초콜릿 공장,17577157,10,
빛나는 순간,17577156,10,고두심님 연기가 너무 감동이었음
미드나이트,17577155,2,야이ㅅㅂ 이러니까 웹하드에 벌써떳지
업,17577154,10,여느 노인도 어린시절과 꿈이 있었다. 사랑하는 사람과 함께 하는 일상은 최고의 탐험이다.
익스포즈,17577153,4,"등장하는 모든 자잘한 이야기는 서로 절대 어울리지 않은 채 전개된다. 진행은 난잡해서 간단한 이야기도 따라가기 힘들고, 마지막 반전들은 예측 가능하고 흥미롭지 않다."
간첩,17577152,10,정말 재밌게 본영화 기억에 남는다 ㅎㅎ
괴기맨숀,17577151,10,최근본 한국공포영화중 최고
킬러의 보디가드 2,17577150,8,킹스맨 바이브~그냥저냥 재미있게 봤습니다
미드나이트,17577149,1,답답해 죽는영화정말 현실성이없고 보는내내 어이없어서 중간에 나옴 와..좀 현실감있게만들어야지 이게뭐에요?...배우들연기가 아까워요..
굴뚝마을의 푸펠,17577148,10,아무 생각없이 보러갔다가 카타르시스와 감동을 느끼게 해 준 애니. 자식 걱정에 죽지도 못하는 애끓는 부정에 눈물샘 폭발ㅠㅠ
제8일의 밤,17577147,4,뭔가 기대했지만... 또 실망. 스토리가 너무 애매한 영화
제8일의 밤,17577146,6,난 몰입하고 재미있게 봤어요. 남다름 극중 청석 이름처럼 잘생긴   얼굴이네요.이름 처음 알았어요.
크루엘라,17577145,6,"패션, 연출 볼거리 많아요 하지만 마지막 크루엘라 대량 투척 장면 빼곤 스토리가 한국 일일드라마의 복수전 느낌 강함 ㅋㅋ"
체르노빌 1986,17577144,2,코골고 자는 사람도 있고 보다 너무 지루해서 나와버림 내인생 영화보다 나온거 두번째임 ㅡㅡ;
제8일의 밤,17577143,2,연기를 그렇게 잘하는 이성민님 데리고…이정도의 영화라니…이성민 연기가 다함.. 혼자 멱살잡고 하드케리김성민님 연기 때문에 별 하나라도 주는거지아님 0점.. 스토리도 모르겠고 개연성도 없고배경음악은 ㄱ너무 커서 배우들 대사 소리도 잘 안들리는 수준…이성민 배우님…너무젛아하는데연기력에 비해 ㅠ 작품운이 너무 없으심…
미드나이트,17577142,4,아니 적당해 해라 진짜. 보다가 화딱지 나서 나올 뻔했어. 영화관에서 욕하면서 본거 처음이야. 관객들에게 카타르시스를 줘도 모자를 판에 왜 빡치게 만드냔 말야. 기본이 안돼있어 기본이.
제8일의 밤,17577141,2,번민과 번뇌의 연속인 영화....
크루엘라,17577140,10,ㅠㅠ그 싸이코가 친엄마였다니..
미드나이트,17577139,9,배우들이 연기를 진짜 잘함 그래서 연기 칭찬하면서 봄 근데 주제는 없지만 청각 장애인의 불편함을 몸소 느껴 볼 수 있음
탑건,17577138,10,사실 이 영화는 탐크루즈를 위한 영화이기도 하지만. 발킬머가 더 잘생김
제8일의 밤,17577137,2,겁나  큰 솜사탕 그것도 시커먼....
더 파더,17577136,10,안소니 연기에 빠저서 혼란에 몰입하게 된다.
제8일의 밤,17577135,3,소재는 꽤 참신하고 연기도 좋은데 연출 모든 걸 말아먹음. 이성민씨 하드캐리에 끝까지 봤음.
미드나이트,17577134,2,속터져 디지것네...
제8일의 밤,17577133,1,예고편에서 여고생 웃는 거 보고 무섭겠다 생각했는데~악귀가 씩웃을때 마다 웃겨서 몰입이 안됨
콰이어트 플레이스 2,17577132,6,1을 안봐서그런가 좀 이해가 ㅋㅋ
발신제한,17577131,1,영화는 결국 플롯이다라는걸 깨닫게 해줌.. 기계화된 4차 산업혁명시대의 70년대 권선징악형 로동영화
미드나이트,17577130,1,블라인드가 수작임을 알게 하는 영화
제8일의 밤,17577129,6,일단 기본적으로 무섭지가 않음
제8일의 밤,17577128,10,너무잘봤습니다~ 재미도감동도~ 번민과 번뇌를 꼭 끊고 행복하겠습니다~
어느날 갑자기 두번째 이야기 - 네번째 층,17577127,8,생각보다 무서워요. 앳된 김서형과 어린이 김유정을 만날 수 있는 영화네요. 오늘 마침 비도 오는 한 여름에 심쿵하는 공포영화였어요..
제8일의 밤,17577126,8,넷플썸넬에 끌려 별생각 없이 봤는데 재밌게봄
실미도,17577125,10,허준호씨 사탕떨굴때 진짜…ㅠㅠ
우리는 매일매일,17577124,1,타인에 대한 혐오를 강요하는 그것들의 역겨운 자기연민
미드나이트,17577123,1,현실성없고 감동없고 스토리없고 의미없고 얻을거 하나없는 쓰레기입니다 시간버렸네요
미드나이트,17577122,1,하....감독 말릴 사람 아무도 없던걸까
컨저링 3: 악마가 시켰다,17577121,1,욕도아까운 저급영화 . 제임스완이.아니면 이영화만들지마라 현재 2021년도에 이 무슨 90년대 f급영화냐
미드나이트,17577120,1,살인자가 주인공을 죽이려던 게 아니라 감독이 날 답답해서 죽게 만들려던 거 아니었을까?
크루엘라,17577118,10,대박 대박 대박 영화관에서봐야함
침묵,17577117,10,국내영화중 손꼽힘! 좋은 스토리에 최민식의 연기까지
45년 후,17577116,9,45주년을 앞둔 배우자에 대한 배려는 고사하고 저런 눈치없는 인간과 함께한 45년을 되돌아보았을때의 허망함과 배신감. 몸서리쳐진다. 아무리 가까운 사이라도 서로에게 지켜할 선은 넘지 말자.
발신제한,17577115,10,좋았는데 마지막 좀 허무하게 범인의 결말이 아쉽네어ㅗ
토이 스토리 4,17577113,10,한 사람의 존재로서 다 저렇게 보이는 것인지 깨닳았다. 다 각자의 생각 현실 차이가 표현 할 수 없을 만큼 다양하고 넗다~
토이 스토리 4,17577114,10,한 사람의 존재로서 다 저렇게 보이는 것인지 깨닳았다. 다 각자의 생각 현실 차이가 표현 할 수 없을 만큼 다양하고 넗다~
매드맥스: 분노의 도로,17577112,10,
미드나이트,17577111,10,마지막 부분 진기주님 죽고싶지 않다고 할때너무 슬펐어요동생을 선택하는 장면은 저 같아도 그랬을거 같네요그래서 더 슬펐어요
발신제한,17577110,6,스토리 개연성은 어느정도 있는거 같은데 긴장감을 이끌어가는 부분이 부족했음. 감동포인트 잡기도 힘듬
크루엘라,17577109,10,자연스럽게 흘러갔음. 매우 재미있었음.
제8일의 밤,17577108,1,특수효과땜에 b급영화같음 그리고 목 꺾으면서 까각까각 소리나는 연출 개유치함 이제 이런 연출 그만 할때 되지 않았나
위시 드래곤,17577107,10,재미있게 잘 봤답니다 ~^^
미드나이트,17577106,9,장애인들이 범죄에 노출되지 않도록 사회적 관심이 필요하다..
제8일의 밤,17577105,5,용두사미. 서브남주? 남다름? 잘생겼는데 너무 귀여운척…잉??  용두사미!!
크루엘라,17577104,10,크루엘라 2번을 봤어요 정말 가슴이 후련해요
제8일의 밤,17577103,1,네 ㅈ망 맞습니다... 배우들이 아깝네.. 배우들도 감독 친분 때문에 출연해준거겠지..이런 대본을 보고 골랐으리가없어..제발 끝장나는 공포물좀 만들어봐라 한국아 ㅠㅜ
발신제한,17577102,2,개연성은 어디로...?보는내내 하품나옴..K클리셰의 향연..
미드나이트,17577101,1,뭐 이런 영화가 있나 싶네요 말도 안되고 속 터지고 개연성 일도 없는 쓰레기네요 보는 내내 하?-하?만 천 만번 고구마 감자 100만개 112 신고좀 시간이 아까워요
미드나이트,17577100,8,스릴있고 시간가는줄 모름
인 더 하이츠,17577099,7,라틴풍 뮤지컬을 기대했는네 생각만큼 많이는 안나오네요. 영화가 내용이 별게 없는데 좀 긴 느낌있음
크루엘라,17577098,10,
미드나이트,17577097,2,너무하네.. 보는 내내 답답해 죽을거 같았음 진짜...
싸움의 기술 2,17577096,10,주연들 연기 다잘했다. 스토리는 약하지만 액션만큼은 수준급이었다. 투자만 컸어도 감독이 더 잘만들었을영화...연기자들 다 대성하길
제8일의 밤,17577095,1,처음 5초만 보고도 망삘이 온다.. 그러나 장마에 공포영화는 국룰이라 쩝;
콰이어트 플레이스 2,17577094,8,3~4편을 낼듯한 결말
루카,17577093,10,아들이랑 넘 잼나게 봤어요~ 저두 마지막에 가슴이 따뜻해져서 눈물좀 흘렸네요ㅠ
포레스트 검프,17577092,10,오늘 다시봤음 역시 인생작.
콰이어트 플레이스 2,17577091,9,"코로나로 미뤄진 1년 넘는 시간을 버틴 보람이 있다. 1편을 봤음에도 긴장을 고조시키는 연출이 여전히 놀랍다. 1, 2편 우열을 가릴 수 없는,  3편도 기다려지는 영화"
빛나는 순간,17577090,10,"연출 연기 제주 자연의 풍광 모두 좋았어요~ 고두심 배우님의 표정, 목소리 대단하시네요. 끝나고도 계속 눈물이 나 혼났네요~~ 마음 깊이 울리는 영화였어요~"
제8일의 밤,17577089,1,내용이 산으로 감 마치 시간의사냥처럼 좋은 배우로 왜이런 내용전개를?
제8일의 밤,17577088,1,감상평도 남기기 싫다.. 뭐 태국영화냐
발신제한,17577087,8,연기짱gv80 너무사고싶어요 미치겟어용
자산어보,17577086,6,"학창시절 공부를 안해서 정약전을 처음 들었네요. 이준익 감독아니면,평생 못볼영화"
발신제한,17577085,1,진짜 재미없음더 테러 라이브의 하위호환.
천녀유혼,17577084,10,앤딩이 너무나 아련함....
미드나이트,17577083,6,포브스 선정 답답한 영화 1위
홀리데이,17577082,10,영화같은 실화 앞으로는 이런일이없었으면 좋겠다
사자,17577081,10,마지막빼고 난 나름 재미있게봤다
인 더 하이츠,17577080,10,진짜 기대안하고 봤는데... 너무 재밌고 노래도 너무 좋고 배우들 연기력이랑 영상미...마지막에 반전 다 좋았습니다. 고민하시는 분들 꼭 보세요. 인생에 대해 되돌아보는 좋은 시간이었습니다...ㅠ
컨저링 3: 악마가 시켰다,17577079,10,너무 무서워서 시작한지 5분만에 나왔어요
우리는 언제나 성에 살았다,17577078,6,"고딕 저택 분위기가 감도는 아름다운 미장셴, 매력있는 인물구도, 배우들의 연기력은 좋았으나.. 원작은 인간이 고립된 타인에게 얼마나 가혹해질 수 있는지를 작품으로 나타내고자 했던 저자의 의도가 담겨 있겠지만... 영화는 관람객 입장에서 우중충하고 답답한 느낌이었다. 주인공들이 정상인이 아니라서 보는 내 멘탈까지 불건강해지는 느낌.."
발신제한,17577077,2,재네시스 광고입니다.
인천상륙작전 : 익스텐디드 에디션(확장판),17577076,9,스텐스를 정확히 해야할 시점입니다. 최근에서야 봤는데 대한민국을 위해 목숨을 바쳐 지킨 자유를 망가뜨리는 요즘 다시한번 자유의 소중함을 느끼게 됩니다.
컨저링 3: 악마가 시켰다,17577075,4,악마가 가르쳐주는 사랑의 위대함
크루엘라,17577074,10,최고 너무 재밌게 봤어요
엑스트레모,17577073,6,액션영화인테 코믹을 보는듯한 기분..쓸데없이 몸싸움이 많네..총 놔두고 뭔짓인지..중국 무협과 일본 야쿠자를 좋아하는 감독이 만든듯
군함도,17577072,10,정말 평점과 후기가 왜 낮은지 모르겠습니다배우들의 연기도 좋았고 우리 역사에 대해 알아가는 한걸음이 되는 2시간이었습니다명배우들의 연기력이 참 좋았습니다평점ㄷ과 후기에 속지마시고 꼭보세요 두번보세오
세 얼간이,17577071,10,제목만 보고 유치한 코믹영화인줄. 이런 반전있는 영화일줄. 최애 영화 등극입니다.너무 늦게 봤지만 어디 한곳 모자란 부분이 없는 훌륭한 영화. 연기들 왜케 다 잘해
킬러의 보디가드 2,17577070,1,"출연진 캐스팅이 괜찮아서 선택했더니, 세상에 이런 된장  우리나라 80년대 저급 코메디 영화 수준 이라니...  번역수준도 저질이고. 암튼 영화보고 돈 아까워보기 첨입니다. 한마디로 절대 보지마삼."
발신제한,17577069,8,조우진 더하기 봄 부산 해운대
콰이어트 플레이스 2,17577068,4,오은영 박사님 체험 잘햤네요~ 참~우리 아이들이 달라졌어요도 아니고 애들 성장얘기 참~~ 재밌네요~~
어른들은 몰라요,17577067,2,영화 난 어른 이니까 모르고 싶다 저질들의 발상!
콜래트럴,17577066,9,지루하지않고 엄청은 아니나 재미있습니다
인 더 하이츠,17577065,10,뮤지컬 영화 좋아하는 사람에겐 너무나도 흥이 나는 영화였어요
스노든,17577064,10,스노든을 응원합니다.
좀비크러쉬: 헤이리,17577063,7,"다수의 좀비 영화 오마주가 보인다. 이야기가 뻗어나갈 때마다 마무리가 아쉽지만, 중간중간 피식거리게 만드는 b급 코믹물.(+카페인을 찬양하라!) ㅎ"
미드나이트,17577062,1,11점이 없어 1점 드립니다
하나-비,17577061,6,기대하고 봐서그런가요.. 기타노타케시 형님의 어두운표정연기는 압권입니다만.. 보는내내 지겨웠네요..일본영화특유의 근본도 없는 뜬금포 인물들의 등장은 혼란스럽습니다.돈 다갚았는데.. 나머지 뺏겠다고 그까지 찾아가는 야쿠자들은 뭔 멍청이들이래요? 마지막에 연날리는 애는 미친애인가요??  혼자서 그런데서ㅋ...
